regime,regime_name,Ann_Return,Ann_Vol,Sharpe,count
0,Sideways,5.22558148227706,19.106572919867723,0.27349651190879215,1198
1,Bull,23.32433543823593,18.016926121107485,1.2945789546103676,1193
2,High-Vol,5.330133659744394,25.95802295637316,0.20533664457962636,1432
3,Bull-3,17.917244320072886,18.53038046574441,0.9669117597596114,1296
