regime,regime_name,Ann_Return,Ann_Vol,Sharpe,count
0,Bull,20.099136221716837,11.631049778211722,1.728058653774164,700
1,Bear,2.13665668912014,21.16489166716048,0.10095287624058025,925
2,Sideways,14.046102388788157,19.96444161034186,0.7035559853330472,1182
3,High-Vol,13.059396286486768,23.348705047788034,0.5593199391468592,2321
