date,close,log_return,rolling_vol,hmm_state,hmm_regime,hmm_confidence,hmm_prob_state_0,hmm_prob_state_1,hmm_prob_state_2,hmm_prob_state_3
2005-02-18,2055.55,-0.0030844357718274,0.010544971404846,2,Sideways,0.9998836905921111,5.10913413517609e-10,1.3093582404517522e-09,0.9998836905921111,0.00011630758783837686
2005-02-21,2043.2,-0.0060262457455669,0.010715521019366,2,Sideways,0.9998912092278893,6.706427688308097e-10,5.986718032463366e-10,0.9998912092278893,0.0001087895036095519
2005-02-22,2058.4,0.0074117756892595,0.0104050164904076,2,Sideways,0.999926261406816,2.3851379733930425e-09,5.522662109878165e-10,0.999926261406816,7.373565584925197e-05
2005-02-23,2057.1,-0.000631758009106,0.0102659667324662,2,Sideways,0.9999469493934787,4.8233851449699345e-09,1.782587953394182e-10,0.9999469493934787,5.304560541659211e-05
2005-02-24,2055.3,-0.0008754012814652,0.0100875993222002,2,Sideways,0.999969462573678,3.703927093335155e-08,1.790857284855869e-11,0.999969462573678,3.05003685999032e-05
2005-02-25,2060.9,0.0027209579004996,0.0083004422738292,2,Sideways,0.9999554989542389,3.629832870135641e-05,1.8458488966232837e-11,0.9999554989542389,8.202698522043412e-06
2005-02-28,2103.25,0.0203409868534601,0.0077595720077283,2,Sideways,0.9999553647388117,2.4392682364302872e-05,4.174781581749617e-11,0.9999553647388117,2.0242537732547665e-05
2005-03-01,2084.4,-0.0090027233958633,0.008081558111899,2,Sideways,0.99986541204737,0.00012805695843303832,2.7317151641450765e-12,0.99986541204737,6.530992003451959e-06
2005-03-02,2093.25,0.0042368380494815,0.008054620571578,2,Sideways,0.9997006808676107,0.000295590765220345,3.4200229085226776e-12,0.9997006808676107,3.728364357826127e-06
2005-03-03,2128.85,0.0168640457138611,0.0083845048160123,2,Sideways,0.9999711207879136,2.09172510271095e-05,5.893215008156551e-12,0.9999711207879136,7.961954735730299e-06
2005-03-04,2148.15,0.0090250787944189,0.0085501498819824,2,Sideways,0.9999594725822887,3.608623512305317e-05,2.2850464093799706e-12,0.9999594725822887,4.441180369216908e-06
2005-03-07,2160.1,0.0055475103100451,0.0080411796127024,2,Sideways,0.9997618749330782,0.00023493092604339504,4.618006178245261e-12,0.9997618749330782,3.1941356695002875e-06
2005-03-08,2168.95,0.0040886625605632,0.00802689189274,2,Sideways,0.9995912297812897,0.0004058865662858454,6.1468920234956705e-12,0.9995912297812897,2.883645528240347e-06
2005-03-09,2160.8,-0.0037646559850238,0.0080772779073503,2,Sideways,0.9997636549829907,0.00023223315117376948,5.384996446530322e-12,0.9997636549829907,4.1118609478762804e-06
2005-03-10,2167.4,0.0030497690104889,0.0079791927980604,2,Sideways,0.9996618911417816,0.000335008312561318,7.67524536908061e-12,0.9996618911417816,3.1005373324612667e-06
2005-03-11,2154.0,-0.0062017137725609,0.0080460996281861,2,Sideways,0.9997921475643956,0.0002029032627762856,6.0683422340646346e-12,0.9997921475643956,4.94916602504819e-06
2005-03-14,2146.35,-0.0035578536954801,0.0079956072505788,2,Sideways,0.9994911372875996,0.0005053134052464413,2.8420255728473017e-12,0.9994911372875996,3.5493047377382678e-06
2005-03-15,2128.95,-0.0081398246074771,0.00818794284162,2,Sideways,0.9996433125396279,0.00035151419357163266,2.4731325827257436e-12,0.9996433125396279,5.173264751889829e-06
2005-03-16,2125.55,-0.0015983080144786,0.0077912811589969,2,Sideways,0.9990113724790234,0.0009852985874553143,9.161365929940685e-12,0.9990113724790234,3.328925205019784e-06
2005-03-17,2098.5,-0.0128077886252521,0.0083583981666758,2,Sideways,0.9999586906725767,2.6765729915861723e-05,1.60103346574081e-10,0.9999586906725767,1.4543437185438848e-05
2005-03-18,2109.15,0.0050622189312889,0.0083535480176358,2,Sideways,0.999905566174577,9.80730874817424e-06,6.252922475756664e-09,0.999905566174577,8.462026317615684e-05
2005-03-21,2096.6,-0.0059680376864622,0.0083508756399409,2,Sideways,0.9968324790183354,3.087200996751097e-06,3.4211402759896366e-07,0.9968324790183354,0.003164091665779984
2005-03-22,2061.6,-0.016834604680317,0.0091382240236542,2,Sideways,0.9109990990655495,7.106449833308575e-09,6.111218863858229e-06,0.9109990990655495,0.08899478260874492
2005-03-23,2026.4,-0.0172215606506897,0.0099250736190867,3,High-Vol,0.5486621519298166,4.0753331487155865e-11,1.68228065791453e-05,0.5486621519298166,0.45132102522317447
2005-03-24,2015.4,-0.0054431328411634,0.0099804666430592,3,High-Vol,0.7329533768539447,1.0377926234274136e-11,1.3193817657868713e-05,0.2670334293180081,0.7329533768539447
2005-03-28,2029.45,0.0069471335191616,0.0101068909534591,3,High-Vol,0.8935355917898712,1.1403528028158645e-11,9.016121453577633e-06,0.10645539207713046,0.8935355917898712
2005-03-29,1983.85,-0.0227254192175452,0.0099592894168967,3,High-Vol,0.982223270843175,1.448337330602074e-13,9.368283849799286e-06,0.017767360872571254,0.982223270843175
2005-03-30,1993.7,0.0049528077008627,0.0099996503054107,3,High-Vol,0.9944292104454295,8.757150432658983e-13,3.845608099638294e-06,0.005566943945019964,0.9944292104454295
2005-03-31,2035.65,0.0208229693467082,0.0111816276772295,3,High-Vol,0.9998858344605982,4.5589308452173306e-17,5.180544750770557e-06,0.00010898499523962925,0.9998858344605982
2005-04-01,2067.65,0.0155975184612003,0.0110758617081563,3,High-Vol,0.9998359766578316,1.9442773864583685e-15,1.9070550773133326e-06,0.00016211628759864904,0.9998359766578316
2005-04-04,2063.4,-0.0020575889904142,0.010797496293864,3,High-Vol,0.9994431597994179,1.3734299220619758e-13,1.1327422467308807e-06,0.0005557074580844517,0.9994431597994179
2005-04-05,2052.55,-0.0052721851004733,0.0106690626139588,3,High-Vol,0.999507579119059,3.6063963139227517e-13,1.186060372362235e-06,0.0004912348210686386,0.999507579119059
2005-04-06,2069.3,0.008127463251981,0.0108382819211151,3,High-Vol,0.9997896293710227,4.4828999512130273e-14,1.4384618736243356e-06,0.00020893216665364214,0.9997896293710227
2005-04-07,2052.85,-0.0079813142771996,0.0109080037144268,3,High-Vol,0.9999285081648679,2.797136359902699e-15,1.819275382697391e-06,6.967255887118211e-05,0.9999285081648679
2005-04-08,2031.2,-0.0106023201501148,0.0109653263842322,3,High-Vol,0.9999804433357568,5.192484715712009e-17,2.1034018025146733e-06,1.745326250539545e-05,0.9999804433357568
2005-04-11,2008.2,-0.0113879529451327,0.0110994289677385,3,High-Vol,0.9999839320516338,1.6030312553758702e-17,1.5843308418380684e-06,1.4483617413300871e-05,0.9999839320516338
2005-04-12,2024.95,0.0083062104324423,0.0114091347167348,3,High-Vol,0.9999929034308357,4.897608861895095e-19,1.9550033043649772e-06,5.141565140417466e-06,0.9999929034308357
2005-04-13,2025.45,0.0002468891973829,0.0113608669756162,3,High-Vol,0.9999801097906107,7.077578409899278e-18,1.5345813868605884e-06,1.8355627568265383e-05,0.9999801097906107
2005-04-15,1956.3,-0.0347369640078948,0.0134484534360617,3,High-Vol,0.9999857507606283,1.5478846143731652e-30,1.4249166186601281e-05,7.308706755346568e-11,0.9999857507606283
2005-04-18,1927.8,-0.0146754777173985,0.0135180495460426,3,High-Vol,0.9999959656879106,2.6210752300956612e-33,4.033523484528851e-06,7.877052372583314e-10,0.9999959656879106
2005-04-19,1909.4,-0.0095903997859349,0.0133836361804233,3,High-Vol,0.9999959277857821,1.1178845622136131e-32,4.071749925229453e-06,4.6352303584126687e-10,0.9999959277857821
2005-04-20,1929.7,0.0105754938383774,0.0138230419197087,3,High-Vol,0.9999954399603954,1.740075173356652e-34,4.559960369214799e-06,7.960239396263723e-11,0.9999954399603954
2005-04-21,1948.55,0.0097209558119127,0.0138156495692974,3,High-Vol,0.9999961511331493,6.487256023172472e-34,3.848244826556533e-06,6.214857721618784e-10,0.9999961511331493
2005-04-22,1967.35,0.0096019532891744,0.0136449100439683,3,High-Vol,0.9999975580842858,4.082225864233547e-30,2.4293544152256444e-06,1.2562151716123549e-08,0.9999975580842858
2005-04-25,1970.95,0.0018282004939669,0.0136305821312951,3,High-Vol,0.9999984903272461,7.513924255482972e-27,1.4497155373210462e-06,5.995781637503512e-08,0.9999984903272461
2005-04-26,1957.1,-0.0070518742864408,0.0135540043540633,3,High-Vol,0.9999987126911137,5.528882532671497e-26,1.243506086178378e-06,4.380328415639305e-08,0.9999987126911137
2005-04-27,1935.4,-0.0111497622640811,0.012842575588598,3,High-Vol,0.9999971306265492,1.5478709701192844e-24,2.094731054900772e-06,7.746429121323019e-07,0.9999971306265492
2005-04-28,1941.3,0.0030438282844879,0.0128011832510287,3,High-Vol,0.999997631311166,4.9940450199867726e-23,1.656969773786232e-06,7.117186466613799e-07,0.999997631311166
2005-04-29,1902.5,-0.0201890409954892,0.0123420649582386,3,High-Vol,0.9999976835142207,1.853891384871873e-23,2.1197069982130106e-06,1.9677901834463683e-07,0.9999976835142207
2005-05-02,1916.75,0.0074622327031628,0.0118060326223212,3,High-Vol,0.9999976814405775,2.403911287659631e-22,1.516774860964686e-06,8.017844973884204e-07,0.9999976814405775
2005-05-03,1920.7,0.0020586594718025,0.0118734922853528,3,High-Vol,0.9999977579470974,9.697604841766388e-22,1.4724908549732057e-06,7.695617659914561e-07,0.9999977579470974
2005-05-04,1942.6,0.0113375790574239,0.0123215721377373,3,High-Vol,0.9999982095212203,2.013726790682819e-22,1.3835211238858176e-06,4.0695707574535306e-07,0.9999982095212203
2005-05-05,1963.3,0.0105994489364731,0.0124482052345921,3,High-Vol,0.9999983750798961,7.547204674820121e-23,1.2936602772589632e-06,3.312598217714782e-07,0.9999983750798961
2005-05-06,1977.5,0.0072066897371056,0.0125672166661751,3,High-Vol,0.9999979862443337,9.546224662069084e-22,9.700393136684647e-07,1.0437170535149871e-06,0.9999979862443337
2005-05-09,2000.75,0.0116886896053466,0.0127392767252874,3,High-Vol,0.9999971296643064,5.103369349462551e-21,1.1120034584491258e-06,1.758331426188585e-06,0.9999971296643064
2005-05-10,1994.3,-0.0032289986879797,0.0125094292842163,3,High-Vol,0.9999870104536605,4.409892717843343e-19,1.0685366494851911e-06,1.1921010594310751e-05,0.9999870104536605
2005-05-11,1985.95,-0.00419572250462,0.0123657914965434,3,High-Vol,0.9999023137519937,2.832806033994249e-18,1.1845224914168702e-06,9.650172517722327e-05,0.9999023137519937
2005-05-12,1993.15,0.0036189127480666,0.0124062124052716,3,High-Vol,0.989781591548636,1.7858945989651265e-16,3.62117086195348e-08,0.010218372239743418,0.989781591548636
2005-05-13,1988.3,-0.0024362995385869,0.0095239462837018,2,Sideways,0.9661751460616215,2.5469075818821645e-09,2.784077870182757e-09,0.9661751460616215,0.03382484860762409
2005-05-16,2012.6,0.0121474162351973,0.0091078389258288,2,Sideways,0.9995919966467739,3.150725611259916e-06,1.3004552553845767e-10,0.9995919966467739,0.00040485249728755513
2005-05-17,1990.8,-0.0108908505148337,0.0092002584109331,2,Sideways,0.9999807777304659,1.5176588438667339e-06,1.1919191622316712e-11,0.9999807777304659,1.7704599600214184e-05
2005-05-18,1982.75,-0.0040517980209701,0.009070466125799,2,Sideways,0.9999848739514927,8.73893487438714e-06,2.4389892091882058e-12,0.9999848739514927,6.387111157277503e-06
2005-05-19,1990.85,0.0040769132370251,0.0088823657506738,2,Sideways,0.9999763631359694,1.8031565588437627e-05,1.8281587559220977e-12,0.9999763631359694,5.605295937325515e-06
2005-05-20,1992.4,0.0007782589986742,0.008652645559312,2,Sideways,0.9999641577762931,3.0413304010078723e-05,3.0297464059494207e-12,0.9999641577762931,5.428916442111187e-06
2005-05-23,2013.9,0.0107331984136872,0.0089416955794101,2,Sideways,0.9999758439251277,1.4426377674383194e-05,3.2321175275486226e-12,0.9999758439251277,9.729694812300017e-06
2005-05-24,2028.6,0.0072727593290796,0.0088292233568239,2,Sideways,0.9992573471398145,0.0007375839966003236,1.5344928554471155e-12,0.9992573471398145,5.068862479845036e-06
2005-05-25,2043.85,0.0074893841702597,0.0083624162529697,2,Sideways,0.9854293041724573,0.014567529491017361,1.0316816079825559e-13,0.9854293041724573,3.166335861643931e-06
2005-05-26,2074.7,0.0149812807869385,0.0088008204013314,2,Sideways,0.9499024378363319,0.050097445320799946,1.0697802813228824e-14,0.9499024378363319,1.1684349991433533e-07
2005-05-27,2076.4,0.0008190600539802,0.006894023675688,0,Bull,0.978297601519271,0.978297601519271,8.63772428251478e-15,0.021702392662220522,5.81928202608059e-09
2005-05-30,2072.4,-0.0019282690124407,0.0069916628607866,0,Bull,0.9991851093436934,0.9991851093436934,2.932645475263936e-16,0.0008148904361804145,2.2047822630604646e-10
2005-05-31,2087.55,0.0072837735933388,0.0070166646199084,0,Bull,0.9999581290283884,0.9999581290283884,1.5424404968621766e-16,4.1870932579625744e-05,3.8731047632463713e-11
2005-06-01,2087.55,0.0,0.0068629975902177,0,Bull,0.9999598886593382,0.9999598886593382,1.672324815578198e-16,4.011080671528734e-05,5.336228711647234e-10
2005-06-02,2064.65,-0.0110304090295744,0.0073859747263891,0,Bull,0.9992626348569462,0.9992626348569462,1.1061549044757982e-16,0.000737351803575626,1.334014480464422e-08
2005-06-03,2094.25,0.0142347735295211,0.0077776582297839,0,Bull,0.9987939781359476,0.9987939781359476,1.1827846321795015e-16,0.0012060184900281482,3.3741656025258336e-09
2005-06-04,2092.35,-0.0009076578275649,0.0075319237196307,0,Bull,0.9995897658071657,0.9995897658071657,1.1117939125034706e-17,0.00041023388533402856,3.0825873017445617e-10
2005-06-06,2092.8,0.0002150460565256,0.0074391455621255,0,Bull,0.9998913175496614,0.9998913175496614,2.7057831405735593e-18,0.0001086823852446105,6.419095464139637e-11
2005-06-07,2098.15,0.0025531218010872,0.0072749672532029,0,Bull,0.9999604812042849,0.9999604812042849,2.9126803248384016e-18,3.951872653050389e-05,6.961867671926642e-11
2005-06-08,2112.4,0.0067687377688111,0.0073287107781435,0,Bull,0.9999302809013455,0.9999302809013455,4.096388576034424e-18,6.971879115129144e-05,3.075734702652724e-10
2005-06-09,2103.2,-0.0043647474171067,0.0074148693445077,0,Bull,0.9998735771253875,0.9998735771253875,1.5796134751165347e-18,0.00012642240442331437,4.693446665991683e-10
2005-06-10,2090.6,-0.0060088883170646,0.0073222516421818,0,Bull,0.9998966370821444,0.9998966370821444,2.0856186661895935e-19,0.00010336285968747089,5.900228432401584e-11
2005-06-13,2102.75,0.0057949057439398,0.0067132869011712,0,Bull,0.9999833782129738,0.9999833782129738,8.558590421245724e-20,1.6621778378305365e-05,9.180048868060253e-12
2005-06-14,2112.35,0.004555059950583,0.0065286258801482,0,Bull,0.9999937292083069,0.9999937292083069,1.2007760150391279e-20,6.270788734748014e-06,3.4043885871748508e-12
2005-06-15,2128.65,0.0076869041555265,0.0066046024883309,0,Bull,0.9999957647067834,0.9999957647067834,2.459821803985864e-21,4.235289758412274e-06,2.9181570652355764e-12
2005-06-16,2123.7,-0.002328125500403,0.0067039524336871,0,Bull,0.9999904795384552,0.9999904795384552,2.2730280373078948e-21,9.520457310097453e-06,3.685451584600547e-12
2005-06-17,2123.4,-0.0001412728687804,0.0064978663134923,0,Bull,0.9999962245163592,0.9999962245163592,4.097271182919227e-21,3.7754813446389997e-06,2.021447176033125e-12
2005-06-20,2144.35,0.0098178985566543,0.0066170510692314,0,Bull,0.9999934449730264,0.9999934449730264,8.706560209574404e-22,6.5550211121321645e-06,6.578718580711181e-12
2005-06-21,2170.0,0.011890691398378,0.0068511540180807,0,Bull,0.9999856397347414,0.9999856397347414,7.748140427435264e-22,1.4360262403457896e-05,2.3041706479259656e-12
2005-06-22,2187.35,0.0079635979175648,0.0063675818130564,0,Bull,0.9999971519668718,0.9999971519668718,6.707622264845687e-22,2.8480315886395017e-06,6.77446258391894e-13
2005-06-23,2183.85,-0.0016013912646255,0.0064268125561233,0,Bull,0.9999961029483067,0.9999961029483067,2.296338840120492e-22,3.897051015817118e-06,9.112696079265287e-13
2005-06-24,2194.35,0.0047965009047602,0.0063572277991535,0,Bull,0.9999960143947946,0.9999960143947946,2.3197800282217275e-20,3.985604892170835e-06,1.2093100603957568e-12
2005-06-27,2199.8,0.0024805720308117,0.0062714176117062,0,Bull,0.9999948558820939,0.9999948558820939,7.379167507701053e-20,5.144060771997062e-06,5.662090937363736e-11
2005-06-28,2169.85,-0.0137084064016774,0.0072460715237205,0,Bull,0.9997078432823856,0.9997078432823856,7.694643203375292e-20,0.00029215648268633417,2.3404746195867326e-10
2005-06-29,2191.65,0.0099966440648642,0.0067763384759228,0,Bull,0.9999845496470111,0.9999845496470111,1.4811694617475206e-18,1.5450343109665323e-05,1.0103450024979765e-11
2005-06-30,2220.6,0.0131227448339621,0.0066830912479418,0,Bull,0.9999839825950816,0.9999839825950816,3.2439230672027563e-18,1.6017362301478473e-05,4.1811847315263756e-11
2005-07-01,2211.9,-0.0039255549564506,0.006807196823522,0,Bull,0.9999489629263218,0.9999489629263218,5.87960447631424e-17,5.103625196710925e-05,8.220939658707925e-10
2005-07-04,2230.65,0.0084411481390877,0.0068921633505712,0,Bull,0.9988961256095682,0.9988961256095682,2.087325575026992e-15,0.001103852368124191,2.2022255177434062e-08
2005-07-05,2210.75,-0.0089611983469578,0.007409602851327,0,Bull,0.955309746261667,0.955309746261667,3.034300763088021e-14,0.04468905796673815,1.195772215599248e-06
2005-07-06,2228.2,0.0078622601693714,0.007445822319433,0,Bull,0.8118384295306293,0.8118384295306293,6.980323161511393e-12,0.18815813108274604,3.4393792390521504e-06
2005-07-07,2179.4,-0.0221444750824303,0.0091874490737151,2,Sideways,0.9997140608659346,8.196000303169762e-05,3.201940929736247e-11,0.9997140608659346,0.00020397909939503142
2005-07-08,2196.2,0.007678984620827,0.0090860006513924,2,Sideways,0.9999816500959382,2.634668344916355e-06,1.934655463931074e-11,0.9999816500959382,1.571521548451447e-05
2005-07-11,2218.85,0.0102604494670073,0.0092259545442534,2,Sideways,0.9999865821055017,1.84532083866636e-06,8.29008105345902e-12,0.9999865821055017,1.1572564747917826e-05
2005-07-12,2220.8,0.0008784476818652,0.0092234054736353,2,Sideways,0.9999863522883956,8.457204208314365e-06,6.285204008741168e-12,0.9999863522883956,5.190501964300087e-06
2005-07-13,2204.05,-0.0075709142715959,0.0094013817354481,2,Sideways,0.9999872527217415,1.276278740388136e-06,2.564068263022543e-11,0.9999872527217415,1.1470972997128777e-05
2005-07-14,2185.1,-0.0086349829680685,0.0096475817005523,2,Sideways,0.9999684651690711,7.510934842043271e-08,8.296201786795391e-11,0.9999684651690711,3.145963816434424e-05
2005-07-15,2212.55,0.0124841024239694,0.0099480734711924,2,Sideways,0.9999567409020664,4.492565934121237e-08,7.977131805382684e-11,0.9999567409020664,4.3214091623695884e-05
2005-07-18,2234.0,0.0096480041323554,0.0099411671592084,2,Sideways,0.9999691962508751,8.71011281724457e-08,1.937898486224065e-11,0.9999691962508751,3.0716628505653225e-05
2005-07-19,2237.3,0.0014760810498845,0.0096674486553236,2,Sideways,0.9999873535143026,1.1409604316051135e-06,5.526555266474197e-12,0.9999873535143026,1.1505519975629071e-05
2005-07-20,2241.9,0.0020539389253235,0.0095499653343038,2,Sideways,0.9999869568032663,1.3355331387598092e-06,6.7337246043552864e-12,0.9999869568032663,1.1707656120944849e-05
2005-07-21,2230.5,-0.0050979450360347,0.0096361743344102,2,Sideways,0.999984471633583,7.753815550926743e-07,2.423198824373862e-11,0.999984471633583,1.4752961421455325e-05
2005-07-22,2265.6,0.0156138489310812,0.010147160312855,2,Sideways,0.9999589341160912,5.457028724362803e-08,5.668712128143632e-11,0.9999589341160912,4.101125761649089e-05
2005-07-25,2291.75,0.0114760933424843,0.0103849329955639,2,Sideways,0.9999669803541203,5.853744362378786e-08,8.982019507873285e-12,0.9999669803541203,3.2961098584235866e-05
2005-07-26,2303.15,0.0049620332937283,0.0097113819456333,2,Sideways,0.999991374265759,1.5894998578771498e-06,4.9143191235591284e-12,0.999991374265759,7.036229145752182e-06
2005-07-27,2319.1,0.0069014282255502,0.0096179088292969,2,Sideways,0.9999916948526515,1.2979481524191588e-06,9.809580282902874e-12,0.9999916948526515,7.007190103173914e-06
2005-07-29,2312.3,-0.0029364792012413,0.009380480099939,2,Sideways,0.9999877974240561,4.860271547668685e-07,9.326233387370256e-12,0.9999877974240561,1.1716539216343135e-05
2005-08-01,2318.05,0.0024836148263797,0.0092754467627012,2,Sideways,0.9999902703257647,4.114153886844926e-06,7.638776150216395e-12,0.9999902703257647,5.615512697441373e-06
2005-08-02,2353.65,0.015240999686885,0.0096286130805515,2,Sideways,0.999987879826912,4.559650534812745e-07,7.0783241445000996e-12,0.999987879826912,1.1664201618956265e-05
2005-08-03,2357.0,0.0014223092629442,0.0092397593148958,2,Sideways,0.9999896310629149,5.854756799676089e-06,4.432443777094185e-12,0.9999896310629149,4.514175697599643e-06
2005-08-04,2367.8,0.0045716300414049,0.0091815381069256,2,Sideways,0.9999495726624719,4.5972243501981985e-05,5.522855485920256e-12,0.9999495726624719,4.45508853110218e-06
2005-08-05,2361.2,-0.0027912896110017,0.0071920811711882,2,Sideways,0.9968162912057578,0.0031782745542335905,2.537259188005264e-10,0.9968162912057578,5.433986741834237e-06
2005-08-08,2324.4,-0.0157080231655837,0.0083684863638001,2,Sideways,0.9998652290125688,0.00012360885973127078,3.1627787611753164e-11,0.9998652290125688,1.1162096921831962e-05
2005-08-09,2318.7,-0.0024552574200156,0.0082570772936007,2,Sideways,0.9998011679463432,0.00019461879857005681,1.0005325341174606e-11,0.9998011679463432,4.213244743204989e-06
2005-08-10,2360.15,0.0177184925409466,0.0089450816588789,2,Sideways,0.9999830688389894,5.376616879650282e-06,1.729561253055781e-11,0.9999830688389894,1.1554527675043519e-05
2005-08-11,2380.9,0.0087533911229749,0.0086660506823113,2,Sideways,0.9999590902699308,3.545751534414803e-05,1.9866440519686487e-11,0.9999590902699308,5.452195532413907e-06
2005-08-12,2361.55,-0.0081603843495558,0.0086306152955584,2,Sideways,0.9999750809305461,1.734624145885562e-05,2.4033199072530684e-11,0.9999750809305461,7.572803459493355e-06
2005-08-16,2369.8,0.0034873802873389,0.008389813121456,2,Sideways,0.9998649694195972,0.0001307476043261443,1.6775449874124213e-11,0.9998649694195972,4.28296015884818e-06
2005-08-17,2403.15,0.0139748133781932,0.0086113690661183,2,Sideways,0.9999709477997563,1.990879420616251e-05,3.364547527868678e-11,0.9999709477997563,9.143371601532174e-06
2005-08-18,2388.45,-0.0061357567902883,0.008876597953532,2,Sideways,0.9999851266417104,7.6137001098085335e-06,1.818248074013393e-11,0.9999851266417104,7.259640562137889e-06
2005-08-19,2383.45,-0.0020956020997135,0.00895463813724,2,Sideways,0.9999866516372601,5.485182570728229e-06,2.0491646597122664e-11,0.9999866516372601,7.863160366177984e-06
2005-08-22,2367.85,-0.006566647467883,0.0090307704239255,2,Sideways,0.999986789407507,1.986847734654937e-06,1.114820681716053e-10,0.999986789407507,1.1223633003423366e-05
2005-08-23,2326.1,-0.0177893249870862,0.0096409943558151,2,Sideways,0.9999570654794607,4.814312213983872e-08,4.9146939839557125e-11,0.9999570654794607,4.2886327722413e-05
2005-08-24,2322.5,-0.0015488537278682,0.0093543337258022,2,Sideways,0.999985262327216,2.0218104308617025e-06,1.8222032298434722e-11,0.999985262327216,1.271584343382877e-05
2005-08-25,2354.55,0.0137054347013321,0.0097611173391296,2,Sideways,0.9999550936669576,7.413350144662904e-08,4.6961086144397105e-11,0.9999550936669576,4.483215190005592e-05
2005-08-26,2357.05,0.0010612107286775,0.0096654303340338,2,Sideways,0.9999752748572875,2.876419819808553e-07,2.7995990716035803e-11,0.9999752748572875,2.4437473618208976e-05
2005-08-29,2337.65,-0.0082646858910448,0.0098459222750913,2,Sideways,0.9999616230995285,9.881094788054434e-08,8.276669037214245e-11,0.9999616230995285,3.827800635926503e-05
2005-08-30,2367.75,0.0127939858792524,0.0102157314326591,2,Sideways,0.9999195121305753,1.775426827286426e-08,8.292532129797132e-11,0.9999195121305753,8.04700315805512e-05
2005-08-31,2384.65,0.0071122259232101,0.0097740210963064,2,Sideways,0.9999629622435997,1.4470992991931385e-07,2.7875860674472447e-11,0.9999629622435997,3.68930188660223e-05
2005-09-01,2405.75,0.0088093422070892,0.0099426922246223,2,Sideways,0.9999707714593293,1.7810227797138597e-07,1.6718726833258932e-11,0.9999707714593293,2.905042248741754e-05
2005-09-02,2415.8,0.0041687899346678,0.0099355317623581,2,Sideways,0.9999792274022397,3.494817315430136e-07,8.338697809554757e-12,0.9999792274022397,2.04231078005791e-05
2005-09-05,2422.95,0.0029553108566985,0.0099030549227397,2,Sideways,0.9999840943938427,5.153203246715695e-07,2.3776014179154157e-12,0.9999840943938427,1.539028424198597e-05
2005-09-06,2428.65,0.0023497413729945,0.0090588629180358,2,Sideways,0.9999855270245069,9.787307627141232e-06,3.110772290008293e-12,0.9999855270245069,4.68566432613677e-06
2005-09-08,2454.45,0.010567156142143,0.0091743930323607,2,Sideways,0.9999902547608239,4.321683893216699e-06,3.8326643834273464e-12,0.9999902547608239,5.423551315913773e-06
2005-09-09,2455.45,0.0004073402773282,0.0084882301713829,2,Sideways,0.9999396649376353,5.680607108149334e-05,3.3108284771765294e-12,0.9999396649376353,3.5289872160085853e-06
2005-09-12,2484.15,0.0116205048832671,0.0086316577846023,2,Sideways,0.9999809900279367,1.4054091600937001e-05,4.76838117000151e-12,0.9999809900279367,4.955876216380464e-06
2005-09-13,2500.35,0.0065001733535969,0.0083296604382029,2,Sideways,0.9999717524412262,2.406175674523062e-05,1.0805761469980677e-11,0.9999717524412262,4.185791633343726e-06
